hour,fixed_load,PV,t,price,temperature
2019-06-01 00:00:00,0.22125,0.007,0,0.0182414166666666,18.65
2019-06-01 01:00:00,0.29625,0.007,1,0.0182330833333333,16.961111111111112
2019-06-01 02:00:00,0.1995,0.008,2,0.01467725,15.155555555555557
2019-06-01 03:00:00,0.4495,0.00725,3,0.01377175,13.577777777777778
2019-06-01 04:00:00,0.5509999999999999,0.00925,4,0.0104154166666666,12.711111111111114
2019-06-01 05:00:00,0.53125,0.105,5,0.012801,13.183333333333332
2019-06-01 06:00:00,0.46825,0.183,6,0.0132713333333333,13.08888888888889
2019-06-01 07:00:00,0.29825,0.968,7,0.01131325,12.96111111111111
2019-06-01 08:00:00,0.32225,0.821,8,0.0126085,13.7
2019-06-01 09:00:00,0.24025,0.9165,9,0.0172281666666666,14.627777777777778
2019-06-01 10:00:00,0.2674999999999999,2.1055,10,0.0228258333333333,15.372222222222224
2019-06-01 11:00:00,0.3805,2.77875,11,0.0253913333333333,16.48888888888889
2019-06-01 12:00:00,0.3217499999999999,3.56425,12,0.0236764166666666,17.583333333333332
2019-06-01 13:00:00,0.5347500000000001,2.027,13,0.02296875,19.616666666666667
2019-06-01 14:00:00,0.43775,2.06725,14,0.02113425,19.138888888888893
2019-06-01 15:00:00,0.53175,1.1955,15,0.0201991666666666,20.48333333333333
2019-06-01 16:00:00,0.716,0.6387499999999999,16,0.021983,22.71666666666667
2019-06-01 17:00:00,0.5005000000000001,0.36325,17,0.0231634166666666,25.26666666666667
2019-06-01 18:00:00,0.4,0.1015,18,0.0218050833333333,25.35555555555556
2019-06-01 19:00:00,0.34275,0.00775,19,0.021699,26.37777777777778
2019-06-01 20:00:00,0.505,0.006,20,0.0206228333333333,26.40555555555556
2019-06-01 21:00:00,0.44925,0.0065,21,0.0206324166666666,26.294444444444444
2019-06-01 22:00:00,0.409,0.007,22,0.01945925,25.0
2019-06-01 23:00:00,0.3765,0.007,23,0.0235505833333333,23.57777777777778
2019-06-02 00:00:00,0.294,0.007,0,0.0150431666666666,22.03888888888889
2019-06-02 01:00:00,0.30875,0.007,1,0.01568325,21.072222222222223
2019-06-02 02:00:00,0.281,0.007,2,0.015737,19.35555555555556
2019-06-02 03:00:00,0.319,0.007,3,0.0170183333333333,18.63888888888889
2019-06-02 04:00:00,0.3425,0.01375,4,0.0179461666666666,18.077777777777783
2019-06-02 05:00:00,0.6225,0.17075,5,0.0181005,17.494444444444447
2019-06-02 06:00:00,0.51075,0.18575,6,0.0174786666666666,16.666666666666668
2019-06-02 07:00:00,0.3662499999999999,0.26525,7,0.0157454166666666,15.972222222222223
2019-06-02 08:00:00,0.33325,0.29225,8,0.012311,16.694444444444443
2019-06-02 09:00:00,0.4345,0.54125,9,0.0143833333333333,16.183333333333337
2019-06-02 10:00:00,0.6437499999999999,0.7685,10,0.0568571666666666,16.722222222222225
2019-06-02 11:00:00,0.491,1.21675,11,0.0250664166666666,16.122222222222224
2019-06-02 12:00:00,0.4862499999999999,1.43975,12,0.02420775,16.32777777777778
2019-06-02 13:00:00,0.3615,0.5045000000000001,13,0.0220828333333333,16.294444444444444
2019-06-02 14:00:00,0.4255000000000002,0.264,14,0.0197096666666666,16.561111111111114
2019-06-02 15:00:00,0.6394999999999997,0.8410000000000001,15,0.0185985,17.938888888888894
2019-06-02 16:00:00,0.3632499999999999,0.9495,16,0.0251044166666666,18.672222222222224
2019-06-02 17:00:00,0.484,0.52475,17,0.0328705833333333,16.97777777777778
2019-06-02 18:00:00,0.52875,0.28975,18,0.026195,15.466666666666669
2019-06-02 19:00:00,0.4935,0.0305,19,0.0215104166666666,14.105555555555556
2019-06-02 20:00:00,0.4355,0.007,20,0.0363064166666666,14.916666666666668
2019-06-02 21:00:00,0.383,0.0075,21,0.0246836666666666,17.244444444444444
2019-06-02 22:00:00,0.309,0.00775,22,0.01556425,18.377777777777776
2019-06-02 23:00:00,0.2355,0.008,23,0.0143885,18.577777777777776
2019-06-03 00:00:00,0.302,0.008,0,0.0155781666666666,17.922222222222224
2019-06-03 01:00:00,0.20025,0.008,1,0.0175944166666666,15.805555555555555
2019-06-03 02:00:00,0.26725,0.008,2,0.01155325,14.161111111111111
2019-06-03 03:00:00,0.289,0.008,3,0.0099368333333333,13.12777777777778
2019-06-03 04:00:00,0.2315,0.01625,4,0.0097593333333333,12.550000000000002
2019-06-03 05:00:00,0.56875,0.0925,5,0.01077,12.288888888888888
2019-06-03 06:00:00,0.48025,0.24125,6,0.0068591666666666,11.477777777777776
2019-06-03 07:00:00,0.63775,0.8452500000000001,7,0.0162255833333333,10.416666666666668
2019-06-03 08:00:00,0.597,1.91225,8,0.0169653333333333,9.67777777777778
2019-06-03 09:00:00,1.116,2.129,9,0.0191454166666666,8.95
2019-06-03 10:00:00,0.2865000000000001,3.47075,10,0.0208611428571428,8.599999999999998
2019-06-03 11:00:00,0.4120000000000001,3.1475,11,0.0202609999999999,9.427777777777775
2019-06-03 12:00:00,0.3809999999999998,3.3925,12,0.0195498333333333,10.4
2019-06-03 13:00:00,0.2247500000000001,3.5725,13,0.0152098333333333,11.300000000000002
2019-06-03 14:00:00,0.2204999999999999,2.30525,14,0.0160816666666666,11.88888888888889
2019-06-03 15:00:00,0.6647500000000001,0.925,15,0.00941325,11.944444444444445
2019-06-03 16:00:00,0.43275,0.468,16,0.00924875,12.77777777777778
2019-06-03 17:00:00,0.4335,0.299,17,0.0096589166666666,13.900000000000002
2019-06-03 18:00:00,0.4065,0.16725,18,0.01099125,15.088888888888889
2019-06-03 19:00:00,0.33625,0.0285,19,0.0134006666666666,16.06111111111111
2019-06-03 20:00:00,0.45525,0.007,20,0.03478225,16.8
2019-06-03 21:00:00,0.471,0.007,21,0.0227558333333333,16.822222222222223
2019-06-03 22:00:00,0.27075,0.008,22,0.0157418571428571,16.594444444444445
2019-06-03 23:00:00,0.2115,0.008,23,0.02187275,16.044444444444448
2019-06-04 00:00:00,0.32725,0.008,0,0.0144398333333333,15.111111111111112
2019-06-04 01:00:00,0.273,0.008,1,0.01070725,13.36111111111111
2019-06-04 02:00:00,0.388,0.008,2,0.0093976666666666,12.17222222222222
2019-06-04 03:00:00,0.3345,0.008,3,0.0113648333333333,11.555555555555555
2019-06-04 04:00:00,0.36225,0.01625,4,0.0121286666666666,10.605555555555558
2019-06-04 05:00:00,0.47975,0.174,5,0.0179018333333333,9.849999999999998
2019-06-04 06:00:00,0.54175,0.24575,6,0.0133975,9.02777777777778
2019-06-04 07:00:00,1.529,0.86625,7,0.0170173333333333,8.250000000000002
2019-06-04 08:00:00,1.0882500000000002,2.34525,8,0.01726475,8.299999999999999
2019-06-04 09:00:00,0.301,2.6355,9,0.0163204166666666,7.844444444444443
2019-06-04 10:00:00,0.5309999999999998,2.89325,10,0.0145619999999999,7.950000000000002
2019-06-04 11:00:00,0.3264999999999999,1.6815,11,0.0162069166666666,9.43888888888889
2019-06-04 12:00:00,0.3732500000000001,2.73875,12,0.0179058333333333,11.511111111111113
2019-06-04 13:00:00,0.365,1.5625,13,0.0193460833333333,13.838888888888889
2019-06-04 14:00:00,0.25175,0.38425,14,0.0188806666666666,16.038888888888888
2019-06-04 15:00:00,0.5725,0.26725,15,0.0207949166666666,17.27777777777778
2019-06-04 16:00:00,0.57225,0.76875,16,0.0217583333333333,17.927777777777777
2019-06-04 17:00:00,0.40625,0.46375,17,0.0236812857142857,18.48333333333333
2019-06-04 18:00:00,1.246,0.2635,18,0.0252655833333333,18.77777777777778
2019-06-04 19:00:00,0.5795,0.012,19,0.0179251666666666,18.666666666666664
2019-06-04 20:00:00,0.37075,0.00725,20,0.0182506666666666,17.744444444444444
2019-06-04 21:00:00,0.375,0.00725,21,0.0191965,18.10555555555556
2019-06-04 22:00:00,0.3045,0.00725,22,0.01723075,17.800000000000004
2019-06-04 23:00:00,0.2725,0.008,23,0.0179052499999999,17.466666666666665
2019-06-05 00:00:00,0.24675,0.008,0,0.00907125,16.772222222222222
2019-06-05 01:00:00,0.27375,0.008,1,0.0055651666666666,16.422222222222224
2019-06-05 02:00:00,0.33725,0.00775,2,0.0122138333333333,16.122222222222224
2019-06-05 03:00:00,0.595,0.00725,3,0.0122199166666666,16.455555555555556
2019-06-05 04:00:00,0.66325,0.0072499999999999,4,0.0131100833333333,16.605555555555558
2019-06-05 05:00:00,3.47075,0.08175,5,0.01080225,18.316666666666663
2019-06-05 06:00:00,3.09725,0.4535,6,0.0110881666666666,18.98888888888889
2019-06-05 07:00:00,0.4655000000000001,1.06925,7,0.0186780833333333,18.96111111111111
2019-06-05 08:00:00,0.41225,1.785,8,0.0199151428571428,19.433333333333337
2019-06-05 09:00:00,0.3174999999999999,2.09575,9,0.02024725,19.4
2019-06-05 10:00:00,0.2367499999999998,3.06725,10,0.0190745833333333,19.30555555555556
2019-06-05 11:00:00,0.398,2.83575,11,0.0151793571428571,19.41111111111111
2019-06-05 12:00:00,0.28275,1.8305,12,0.0133291666666666,19.75
2019-06-05 13:00:00,0.5990000000000002,0.79175,13,0.0183758571428571,21.094444444444445
2019-06-05 14:00:00,0.51475,0.665,14,0.0188307499999999,23.06111111111112
2019-06-05 15:00:00,0.3592499999999999,0.4197499999999999,15,0.0218935833333333,24.7
2019-06-05 16:00:00,0.46125,0.504,16,0.0251953333333333,26.216666666666665
2019-06-05 17:00:00,2.1735,0.2304999999999999,17,0.02930375,25.98333333333333
2019-06-05 18:00:00,0.9805,0.143,18,0.0419949166666666,23.39444444444445
2019-06-05 19:00:00,0.484,0.0072499999999999,19,0.0216026666666666,20.8
2019-06-05 20:00:00,0.2815,0.0065,20,0.027448,20.194444444444443
2019-06-05 21:00:00,0.31775,0.00625,21,0.0136795833333333,20.194444444444443
2019-06-05 22:00:00,0.4205,0.00675,22,0.0089879166666666,19.97777777777777
2019-06-05 23:00:00,0.484,0.00675,23,0.010106,20.572222222222223
2019-06-06 00:00:00,0.3005,0.007,0,0.0184750833333333,20.177777777777774
2019-06-06 01:00:00,0.27075,0.007,1,0.01812475,19.87222222222222
2019-06-06 02:00:00,0.25575,0.007,2,0.0163211666666666,19.14444444444444
2019-06-06 03:00:00,0.30425,0.007,3,0.01610125,18.911111111111115
2019-06-06 04:00:00,0.5682499999999999,0.0075,4,0.0160354166666666,18.588888888888885
2019-06-06 05:00:00,0.26525,0.0885,5,0.0173990833333333,18.327777777777776
2019-06-06 06:00:00,0.50375,0.094,6,0.0171594999999999,17.52777777777778
2019-06-06 07:00:00,0.6575,0.1895,7,0.0214074166666666,16.833333333333332
2019-06-06 08:00:00,0.6122500000000001,0.2744999999999999,8,0.0232103125,16.566666666666666
2019-06-06 09:00:00,0.347,0.3725,9,0.0225823333333333,16.361111111111114
2019-06-06 10:00:00,0.20175,1.18325,10,0.019722,16.133333333333333
2019-06-06 11:00:00,0.2259999999999999,2.24,11,0.0208015833333333,15.933333333333334
2019-06-06 12:00:00,0.2884999999999998,4.4345,12,0.0187225,14.877777777777778
2019-06-06 13:00:00,0.2962499999999999,3.65075,13,0.01733175,14.622222222222224
2019-06-06 14:00:00,0.30975,2.214,14,0.0178140833333333,14.722222222222223
2019-06-06 15:00:00,0.22225,0.81925,15,0.0225459166666666,15.794444444444444
2019-06-06 16:00:00,0.22075,0.3465,16,0.0279433333333333,17.233333333333334
2019-06-06 17:00:00,0.37,0.238,17,0.0235395833333333,18.594444444444445
2019-06-06 18:00:00,0.33925,0.1394999999999999,18,0.0223383333333333,20.050000000000004
2019-06-06 19:00:00,0.37425,0.02975,19,0.0221740833333333,21.18888888888889
2019-06-06 20:00:00,0.3155,0.007,20,0.0242710833333333,22.32777777777778
2019-06-06 21:00:00,0.20725,0.007,21,0.0148045833333333,22.58333333333334
2019-06-06 22:00:00,0.319,0.007,22,0.0192029999999999,22.53333333333333
2019-06-06 23:00:00,0.37725,0.007,23,0.0174471666666666,21.9
2019-06-07 00:00:00,0.421,0.007,0,0.0167414166666666,20.461111111111112
2019-06-07 01:00:00,0.2324999999999999,0.008,1,0.0127356666666666,17.061111111111114
2019-06-07 02:00:00,0.29375,0.008,2,0.00923625,14.383333333333336
2019-06-07 03:00:00,0.22475,0.008,3,0.0093159166666666,13.177777777777775
2019-06-07 04:00:00,0.3185,0.019,4,0.00904225,12.650000000000002
2019-06-07 05:00:00,0.36475,0.1045,5,0.0099005,12.033333333333331
2019-06-07 06:00:00,0.3209999999999999,0.26125,6,0.0072218333333333,12.333333333333336
2019-06-07 07:00:00,0.293,0.89425,7,0.0170688333333333,11.81111111111111
2019-06-07 08:00:00,0.2022499999999999,2.20875,8,0.01889375,11.494444444444444
2019-06-07 09:00:00,0.26075,3.1805,9,0.0216069999999999,11.138888888888888
2019-06-07 10:00:00,0.3759999999999999,3.881,10,0.0246486666666666,10.705555555555556
2019-06-07 11:00:00,0.1892499999999999,4.15075,11,0.0173665,12.35
2019-06-07 12:00:00,0.2604999999999998,4.10275,12,0.0189891666666666,14.97777777777778
2019-06-07 13:00:00,0.25975,3.4095,13,0.0195291666666666,18.15555555555556
2019-06-07 14:00:00,0.3257499999999999,2.09625,14,0.0198513333333333,20.383333333333333
2019-06-07 15:00:00,0.291,0.8905000000000001,15,0.0249008333333333,21.77777777777778
2019-06-07 16:00:00,0.1925,0.48975,16,0.0358049166666666,23.00555555555556
2019-06-07 17:00:00,0.26875,0.37275,17,0.019839,23.95
2019-06-07 18:00:00,0.33925,0.17675,18,0.0183071666666666,24.82777777777778
2019-06-07 19:00:00,0.3075,0.03675,19,0.02752175,25.294444444444448
2019-06-07 20:00:00,0.30575,0.0065,20,0.0184725,26.00555555555556
2019-06-07 21:00:00,0.20075,0.007,21,0.055661,25.56111111111112
2019-06-07 22:00:00,0.259,0.007,22,0.0236770714285714,24.89444444444445
2019-06-07 23:00:00,0.457,0.007,23,0.0157589166666666,24.15555555555556
2019-06-08 00:00:00,0.316,0.007,0,0.0233723333333333,23.294444444444448
2019-06-08 01:00:00,0.3245,0.007,1,0.0158033333333333,19.138888888888893
2019-06-08 02:00:00,0.312,0.007,2,0.01198875,16.26666666666667
2019-06-08 03:00:00,0.3515,0.0075,3,0.0104816666666666,15.027777777777777
2019-06-08 04:00:00,0.30725,0.017,4,0.01105275,13.988888888888887
2019-06-08 05:00:00,0.2865,0.08875,5,0.0129724166666666,13.144444444444444
2019-06-08 06:00:00,0.20975,0.217,6,0.0051780833333333,13.050000000000002
